# Strings exported from IDA
# Format: address | length | type | string
#================================================================================

0xa2ad | 11 | ASCII | floatValue
0xa2b8 | 12 | ASCII | saveConfig:
0xa2c4 | 24 | ASCII | writeToFile:atomically:
0xa2dc | 20 | ASCII | removeObjectForKey:
0xa2f0 | 6 | ASCII | count
0xa2f6 | 18 | ASCII | numberWithDouble:
0xa308 | 18 | ASCII | sharedApplication
0xa31a | 15 | ASCII | URLWithString:
0xa329 | 9 | ASCII | openURL:
0xa332 | 7 | ASCII | show5G
0xa339 | 13 | ASCII | valueForKey:
0xa346 | 6 | ASCII | array
0xa34c | 11 | ASCII | addObject:
0xa357 | 12 | ASCII | firstObject
0xa363 | 21 | ASCII | removeObjectAtIndex:
0xa378 | 9 | ASCII | subviews
0xa381 | 21 | ASCII | addObjectsFromArray:
0xa396 | 9 | ASCII | setText:
0xa39f | 16 | ASCII | otr_changetTo5g
0xa3af | 19 | ASCII | otr_checkStatusBar
0xa3c2 | 9 | ASCII | onRunApp
0xa3cb | 19 | ASCII | checkServiceStatus
0xa3de | 26 | ASCII | returnFakeLocation:isUse:
0xa3f8 | 18 | ASCII | fakeLocationInfo:
0xa40a | 14 | ASCII | tryLoadConfig
0xa418 | 11 | ASCII | setShow5G:
0xa423 | 36 | ASCII | removeFakeItemWithBundleIdentifier:
0xa447 | 32 | ASCII | addFakeItem:locationCoordinate:
0xa467 | 18 | ASCII | addFakeUnItem:un:
0xa479 | 38 | ASCII | removeFakeUnItemWithBundleIdentifier:
0xa49f | 20 | ASCII | showOpenOTRLocation
0xa4b3 | 16 | ASCII | serviceIsRuning
0xa4c3 | 20 | ASCII | setServiceIsRuning:
0xa4d7 | 17 | ASCII | _serviceIsRuning
0xa4e8 | 13 | ASCII | _locationCfg
0xa4f5 | 15 | ASCII | defaultManager
0xa504 | 22 | ASCII | stringWithUTF8String:
0xa51a | 18 | ASCII | fileExistsAtPath:
0xa52c | 12 | ASCII | isJailBreak
0xa538 | 22 | ASCII | setIsJailBreakDevice:
0xa54e | 13 | ASCII | centerNamed:
0xa55b | 18 | ASCII | isJailBreakDevice
0xa56d | 25 | ASCII | runServerOnCurrentThread
0xa586 | 33 | ASCII | handleMessageNamed:withUserInfo:
0xa5a7 | 40 | ASCII | registerForMessageName:target:selector:
0xa5cf | 25 | ASCII | objectForKeyedSubscript:
0xa5e8 | 11 | ASCII | mainScreen
0xa5f3 | 6 | ASCII | scale
0xa5f9 | 55 | ASCII | _applicationIconImageForBundleIdentifier:format:scale:
0xa630 | 26 | ASCII | sendMessageName:userInfo:
0xa64a | 37 | ASCII | dictionaryWithObjects:forKeys:count:
0xa66f | 41 | ASCII | sendMessageAndReceiveReplyName:userInfo:
0xa698 | 15 | ASCII | imageWithData:
0xa6a7 | 9 | ASCII | appicon:
0xa6b5 | 9 | ASCII | setInfo:
0xa6be | 19 | ASCII | _isJailBreakDevice
0xa6d1 | 6 | ASCII | _info
0xa6d7 | 9 | ASCII | location
0xa6e0 | 22 | ASCII | my_otr_tweak_location
0xa6f6 | 43 | ASCII | countByEnumeratingWithState:objects:count:
0xa721 | 52 | ASCII | my_otr_onClientEventLocation:forceMapMatching:type:
0xa75a | 13 | ASCII | pointerValue
0xa767 | 8 | ASCII | allKeys
0xa76f | 36 | ASCII | locationManager:didUpdateLocations:
0xa793 | 50 | ASCII | locationManager:didUpdateToLocation:fromLocation:
0xa7c5 | 19 | ASCII | methodForSelector:
0xa7d8 | 26 | ASCII | objectAtIndexedSubscript:
0xa7f2 | 17 | ASCII | setLocationHooks
0xa803 | 34 | ASCII | locationManager:didUpdateHeading:
0xa825 | 48 | ASCII | locationManagerShouldDisplayHeadingCalibration:
0xa855 | 45 | ASCII | locationManager:didDetermineState:forRegion:
0xa882 | 42 | ASCII | locationManager:didRangeBeacons:inRegion:
0xa8ac | 58 | ASCII | locationManager:rangingBeaconsDidFailForRegion:withError:
0xa8e6 | 32 | ASCII | locationManager:didEnterRegion:
0xa906 | 31 | ASCII | locationManager:didExitRegion:
0xa925 | 34 | ASCII | locationManager:didFailWithError:
0xa947 | 54 | ASCII | locationManager:monitoringDidFailForRegion:withError:
0xa97d | 46 | ASCII | locationManager:didChangeAuthorizationStatus:
0xa9ab | 45 | ASCII | locationManager:didStartMonitoringForRegion:
0xa9d8 | 40 | ASCII | locationManagerDidPauseLocationUpdates:
0xaa00 | 41 | ASCII | locationManagerDidResumeLocationUpdates:
0xaa29 | 51 | ASCII | locationManager:didFinishDeferredUpdatesWithError:
0xaa5c | 26 | ASCII | locationManager:didVisit:
0xaa76 | 18 | ASCII | valueWithPointer:
0xaa88 | 12 | ASCII | isSetHooked
0xaa94 | 22 | ASCII | UIApplicationDelegate
0xaaaa | 9 | ASCII | NSObject
0xaab3 | 15 | ASCII | appTweakHelper
0xaac2 | 13 | ASCII | OTRAppObject
0xaacf | 14 | ASCII | OTRAppService
0xaadd | 11 | ASCII | OTRH_TWEAK
0xaae8 | 26 | ASCII | CLLocationManagerDelegate
0xab02 | 8 | ASCII | OTRHook
0xab0a | 11 | ASCII | B24@0:8@16
0xab15 | 8 | ASCII | #16@0:8
0xab1d | 8 | ASCII | @16@0:8
0xab25 | 11 | ASCII | @24@0:8:16
0xab30 | 14 | ASCII | @32@0:8:16@24
0xab3e | 17 | ASCII | @40@0:8:16@24@32
0xab4f | 8 | ASCII | B16@0:8
0xab57 | 11 | ASCII | B24@0:8#16
0xab62 | 11 | ASCII | B24@0:8:16
0xab6d | 9 | ASCII | Vv16@0:8
0xab76 | 8 | ASCII | Q16@0:8
0xab7e | 18 | ASCII | ^{_NSZone=}16@0:8
0xab90 | 21 | ASCII | B24@0:8@"Protocol"16
0xaba5 | 18 | ASCII | @"NSString"16@0:8
0xabb7 | 11 | ASCII | v24@0:8@16
0xabc2 | 14 | ASCII | B32@0:8@16@24
0xabd0 | 20 | ASCII | B48@0:8@16@24@32@40
0xabe4 | 17 | ASCII | B40@0:8@16@24@32
0xabf5 | 17 | ASCII | v40@0:8@16q24d32
0xac06 | 14 | ASCII | v32@0:8@16q24
0xac14 | 45 | ASCII | v56@0:8@16{CGRect={CGPoint=dd}{CGSize=dd}}24
0xac41 | 14 | ASCII | v32@0:8@16@24
0xac4f | 21 | ASCII | v48@0:8@16@24@32@?40
0xac64 | 24 | ASCII | v56@0:8@16@24@32@40@?48
0xac7c | 18 | ASCII | v40@0:8@16@24@?32
0xac8e | 15 | ASCII | v32@0:8@16@?24
0xac9d | 14 | ASCII | Q32@0:8@16@24
0xacab | 17 | ASCII | @40@0:8@16@24@32
0xacbc | 18 | ASCII | B40@0:8@16@24@?32
0xacce | 17 | ASCII | v40@0:8@16@24@32
0xacdf | 26 | ASCII | v24@0:8@"UIApplication"16
0xacf9 | 43 | ASCII | B32@0:8@"UIApplication"16@"NSDictionary"24
0xad24 | 36 | ASCII | B32@0:8@"UIApplication"16@"NSURL"24
0xad48 | 52 | ASCII | B48@0:8@"UIApplication"16@"NSURL"24@"NSString"32@40
0xad7c | 53 | ASCII | B40@0:8@"UIApplication"16@"NSURL"24@"NSDictionary"32
0xadb1 | 32 | ASCII | v40@0:8@"UIApplication"16q24d32
0xadd1 | 29 | ASCII | v32@0:8@"UIApplication"16q24
0xadee | 60 | ASCII | v56@0:8@"UIApplication"16{CGRect={CGPoint=dd}{CGSize=dd}}24
0xae2a | 57 | ASCII | v32@0:8@"UIApplication"16@"UIUserNotificationSettings"24
0xae63 | 37 | ASCII | v32@0:8@"UIApplication"16@"NSData"24
0xae88 | 38 | ASCII | v32@0:8@"UIApplication"16@"NSError"24
0xaeae | 43 | ASCII | v32@0:8@"UIApplication"16@"NSDictionary"24
0xaed9 | 50 | ASCII | v32@0:8@"UIApplication"16@"UILocalNotification"24
0xaf0b | 72 | ASCII | v48@0:8@"UIApplication"16@"NSString"24@"UILocalNotification"32@?<v@?>40
0xaf53 | 82 | ASCII | v56@0:8@"UIApplication"16@"NSString"24@"NSDictionary"32@"NSDictionary"40@?<v@?>48
0xafa5 | 65 | ASCII | v48@0:8@"UIApplication"16@"NSString"24@"NSDictionary"32@?<v@?>40
0xafe6 | 89 | ASCII | v56@0:8@"UIApplication"16@"NSString"24@"UILocalNotification"32@"NSDictionary"40@?<v@?>48
0xb03f | 53 | ASCII | v40@0:8@"UIApplication"16@"NSDictionary"24@?<v@?Q>32
0xb074 | 36 | ASCII | v32@0:8@"UIApplication"16@?<v@?Q>24
0xb098 | 66 | ASCII | v40@0:8@"UIApplication"16@"UIApplicationShortcutItem"24@?<v@?B>32
0xb0da | 48 | ASCII | v40@0:8@"UIApplication"16@"NSString"24@?<v@?>32
0xb10a | 67 | ASCII | v40@0:8@"UIApplication"16@"NSDictionary"24@?<v@?@"NSDictionary">32
0xb14d | 67 | ASCII | v40@0:8@"UIApplication"16@"INIntent"24@?<v@?@"INIntentResponse">32
0xb190 | 39 | ASCII | Q32@0:8@"UIApplication"16@"UIWindow"24
0xb1b7 | 39 | ASCII | B32@0:8@"UIApplication"16@"NSString"24
0xb1de | 68 | ASCII | @"UIViewController"40@0:8@"UIApplication"16@"NSArray"24@"NSCoder"32
0xb222 | 38 | ASCII | B32@0:8@"UIApplication"16@"NSCoder"24
0xb248 | 38 | ASCII | v32@0:8@"UIApplication"16@"NSCoder"24
0xb26e | 64 | ASCII | B40@0:8@"UIApplication"16@"NSUserActivity"24@?<v@?@"NSArray">32
0xb2ae | 51 | ASCII | v40@0:8@"UIApplication"16@"NSString"24@"NSError"32
0xb2e1 | 45 | ASCII | v32@0:8@"UIApplication"16@"NSUserActivity"24
0xb30e | 46 | ASCII | v32@0:8@"UIApplication"16@"CKShareMetadata"24
0xb33c | 18 | ASCII | @"UIWindow"16@0:8
0xb34e | 21 | ASCII | v24@0:8@"UIWindow"16
0xb363 | 26 | ASCII | ^{__CFMessagePort=}16@0:8
0xb37d | 8 | ASCII | v16@0:8
0xb385 | 35 | ASCII | @36@0:8^{__CFMessagePort=}16i24@28
0xb3a8 | 22 | ASCII | @24@0:8^{__CFData=}16
0xb3be | 11 | ASCII | @24@0:8@16
0xb3c9 | 55 | ASCII | i32@0:8^{utsname=[256c][256c][256c][256c][256c]}16^?24
0xb400 | 31 | ASCII | i64@0:8r*16^v24^Q32^v40Q48^?56
0xb41f | 15 | ASCII | @32@0:8@16^B24
0xb42e | 11 | ASCII | v20@0:8B16
0xb439 | 40 | ASCII | v40@0:8@16{CLLocationCoordinate2D=dd}24
0xb463 | 23 | ASCII | @"NSMutableDictionary"
0xb47a | 14 | ASCII | @32@0:8@16@24
0xb488 | 16 | ASCII | @"NSDictionary"
0xb498 | 17 | ASCII | v36@0:8@16B24@28
0xb4a9 | 17 | ASCII | v40@0:8@16q24@32
0xb4ba | 14 | ASCII | v28@0:8@16i24
0xb4c8 | 60 | ASCII | v40@0:8@"CLLocationManager"16@"CLLocation"24@"CLLocation"32
0xb504 | 42 | ASCII | v32@0:8@"CLLocationManager"16@"NSArray"24
0xb52e | 44 | ASCII | v32@0:8@"CLLocationManager"16@"CLHeading"24
0xb55a | 30 | ASCII | B24@0:8@"CLLocationManager"16
0xb578 | 46 | ASCII | v40@0:8@"CLLocationManager"16q24@"CLRegion"32
0xb5a6 | 61 | ASCII | v40@0:8@"CLLocationManager"16@"NSArray"24@"CLBeaconRegion"32
0xb5e3 | 61 | ASCII | v40@0:8@"CLLocationManager"16@"CLBeaconRegion"24@"NSError"32
0xb620 | 43 | ASCII | v32@0:8@"CLLocationManager"16@"CLRegion"24
0xb64b | 42 | ASCII | v32@0:8@"CLLocationManager"16@"NSError"24
0xb675 | 55 | ASCII | v40@0:8@"CLLocationManager"16@"CLRegion"24@"NSError"32
0xb6ac | 33 | ASCII | v28@0:8@"CLLocationManager"16i24
0xb6cd | 30 | ASCII | v24@0:8@"CLLocationManager"16
0xb6eb | 42 | ASCII | v32@0:8@"CLLocationManager"16@"CLVisit"24
0xb715 | 55 | ASCII | i32@0:8^{utsname=[256c][256c][256c][256c][256c]}16^v24
0xb74c | 31 | ASCII | i64@0:8r*16^v24^Q32^v40Q48^v56
0xb775 | 11 | ASCII | superclass
0xb785 | 12 | ASCII | description
0xb791 | 17 | ASCII | T@"NSString",R,C
0xb7a2 | 17 | ASCII | debugDescription
0xb7b3 | 7 | ASCII | window
0xb7ba | 17 | ASCII | T@"UIWindow",&,N
0xb7cb | 12 | ASCII | SpringBoard
0xb7d7 | 19 | ASCII | [%s: %s:%d] %s: %@
0xb7ea | 12 | ASCII | OTRLocation
0xb7f6 | 18 | ASCII | ../Tweak/Tweak.xm
0xb808 | 6 | ASCII | ERROR
0xb80e | 20 | ASCII | logos: nil class %s
0xb822 | 28 | ASCII | com.85819.ios.OTRessageport
0xb83e | 15 | ASCII | AppleLanguages
0xb84d | 8 | ASCII | zh-Hans
0xb855 | 8 | ASCII | zh-Hant
0xb85d | 11 | ASCII | __OTRCFG__
0xb86f | 10 | ASCII | iPhone XS
0xb879 | 11 | ASCII | iPhone11,2
0xb884 | 30 | ASCII | iPhone Xs Max (International)
0xb8a2 | 11 | ASCII | iPhone11,4
0xb8ad | 22 | ASCII | iPhone Xs Max (China)
0xb8c3 | 11 | ASCII | iPhone11,6
0xb8ce | 10 | ASCII | iPhone XR
0xb8d8 | 11 | ASCII | iPhone11,8
0xb8e3 | 11 | ASCII | hw.machine
0xb8ee | 29 | ASCII | notification.check_service.1
0xb90b | 29 | ASCII | notification.check_service.2
0xb92e | 64 | ASCII | /var/mobile/Library/Preferences/otrlocation.app.85819.net.plist
0xb96e | 6 | ASCII | v8@?0
0xb978 | 7 | ASCII | switch
0xb97f | 15 | ASCII | address_switch
0xb992 | 18 | ASCII | OTRLocation://1%@
0xb9a4 | 10 | ASCII | statusBar
0xb9ae | 23 | ASCII | _UIStatusBarStringView
0xb9c5 | 14 | ASCII | _originalText
0xb9dc | 12 | ASCII | locationCfg
0xb9e8 | 42 | ASCII | T@"NSMutableDictionary",&,N,V_locationCfg
0xba12 | 16 | ASCII | serviceIsRuning
0xba22 | 23 | ASCII | TB,N,V_serviceIsRuning
0xba39 | 7 | ASCII | show5G
0xba45 | 11 | ASCII | fakeSwitch
0xba50 | 23 | ASCII | fakeDeviceModuleSwitch
0xba67 | 24 | ASCII | /Applications/Cydia.app
0xba7f | 47 | ASCII | /Library/MobileSubstrate/MobileSubstrate.dylib
0xbaae | 10 | ASCII | /bin/bash
0xbab8 | 15 | ASCII | /usr/sbin/sshd
0xbac7 | 9 | ASCII | /etc/apt
0xbad0 | 30 | ASCII | net.85819.ios.OTRLocation.run
0xbaee | 29 | ASCII | CPDistributedMessagingCenter
0xbb0b | 38 | ASCII | otr.CPDistributedMessagingCenter.name
0xbb31 | 12 | ASCII | writeConfig
0xbb3d | 11 | ASCII | getappicon
0xbb48 | 10 | ASCII | boundleID
0xbb57 | 18 | ASCII | isJailBreakDevice
0xbb69 | 25 | ASCII | TB,N,V_isJailBreakDevice
0xbb87 | 28 | ASCII | T@"NSDictionary",C,N,V_info
0xbba3 | 15 | ASCII | OTRLocation://
0xbbb2 | 15 | ASCII | OTRUnameExpand
0xbbc1 | 22 | ASCII | OTRsysctlbynameExpand
0xbbd7 | 25 | ASCII | /var/mobile/Applications
0xbbf0 | 26 | ASCII | net.85819.ios.OTRLocation
0xbc0a | 17 | ASCII | com.apple.camera
